trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9, 'e': 0.99}",20,0,-75.80570244673636,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
2,False,"{'a': 0.9, 'e': 0.9801}",20,0,-66.65134699814232,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
3,False,"{'a': 0.9, 'e': 0.970299}",30,0,-106.81033521395709,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
4,False,"{'a': 0.9, 'e': 0.96059601}",25,0,-31.081493118442282,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
5,False,"{'a': 0.9, 'e': 0.9509900498999999}",20,0,-170.9899675693736,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
6,False,"{'a': 0.9, 'e': 0.941480149401}",25,0,-163.01929963777215,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
7,False,"{'a': 0.9, 'e': 0.9320653479069899}",20,0,10.857361410351235,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
8,False,"{'a': 0.9, 'e': 0.9227446944279201}",25,5,-99.794367012408,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",1
9,False,"{'a': 0.9, 'e': 0.9135172474836408}",25,0,-78.66000038977526,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
10,False,"{'a': 0.9, 'e': 0.9043820750088044}",30,0,-133.54757029450062,"{0: 21, 1: 4, 2: 2, 3: 0, 4: 3}",0
11,False,"{'a': 0.9, 'e': 0.8953382542587164}",25,0,-54.55121301033971,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
12,False,"{'a': 0.9, 'e': 0.8863848717161292}",30,0,-191.18728850644936,"{0: 14, 1: 6, 2: 6, 3: 2, 4: 2}",0
13,False,"{'a': 0.9, 'e': 0.8775210229989678}",25,0,-189.42596384908265,"{0: 13, 1: 2, 2: 5, 3: 3, 4: 2}",0
14,False,"{'a': 0.9, 'e': 0.8687458127689782}",20,0,-148.71673140625168,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
15,False,"{'a': 0.9, 'e': 0.8600583546412884}",35,0,-124.9248851616724,"{0: 23, 1: 1, 2: 9, 3: 1, 4: 1}",0
16,False,"{'a': 0.9, 'e': 0.8514577710948755}",30,0,-59.845464871334634,"{0: 20, 1: 5, 2: 4, 3: 1, 4: 0}",0
17,False,"{'a': 0.9, 'e': 0.8429431933839268}",20,0,-50.962958832162585,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
18,False,"{'a': 0.9, 'e': 0.8345137614500875}",30,0,-158.14134177209914,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
19,False,"{'a': 0.9, 'e': 0.8261686238355866}",25,0,-68.88501160133713,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
20,False,"{'a': 0.9, 'e': 0.8179069375972308}",25,0,-212.49482512407022,"{0: 14, 1: 4, 2: 1, 3: 2, 4: 4}",0
21,False,"{'a': 0.9, 'e': 0.8097278682212584}",20,9,-14.115899281589398,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
22,False,"{'a': 0.9, 'e': 0.8016305895390459}",20,13,-11.36722499301559,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
23,False,"{'a': 0.9, 'e': 0.7936142836436554}",20,0,-109.58509002873167,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
24,False,"{'a': 0.9, 'e': 0.7856781408072188}",20,0,-16.0201668978777,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
25,False,"{'a': 0.9, 'e': 0.7778213593991467}",30,0,-102.16717294442921,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
26,False,"{'a': 0.9, 'e': 0.7700431458051551}",20,0,-27.626653475348412,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
27,False,"{'a': 0.9, 'e': 0.7623427143471035}",25,0,-115.99711080221573,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
28,False,"{'a': 0.9, 'e': 0.7547192872036325}",25,5,-46.25557567418368,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
29,False,"{'a': 0.9, 'e': 0.7471720943315961}",25,0,-174.25309892284855,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",0
30,False,"{'a': 0.9, 'e': 0.7397003733882802}",20,0,-122.42044455424819,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
31,False,"{'a': 0.9, 'e': 0.7323033696543975}",25,0,-89.81578530586252,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
32,False,"{'a': 0.9, 'e': 0.7249803359578535}",25,0,-141.4672831145511,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
33,False,"{'a': 0.9, 'e': 0.7177305325982749}",25,0,-82.93556231139742,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
34,False,"{'a': 0.9, 'e': 0.7105532272722921}",20,0,-87.67664533266284,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
35,False,"{'a': 0.9, 'e': 0.7034476949995692}",20,5,-100.1559521625661,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 2}",1
36,False,"{'a': 0.9, 'e': 0.6964132180495735}",25,18,11.943436535372804,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.9, 'e': 0.6894490858690778}",20,0,-30.148073116871636,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
38,False,"{'a': 0.9, 'e': 0.682554595010387}",25,0,-33.30901189652226,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
39,False,"{'a': 0.9, 'e': 0.6757290490602831}",25,0,-26.646395283766708,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
40,False,"{'a': 0.9, 'e': 0.6689717585696803}",20,0,-29.983005698723705,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
41,False,"{'a': 0.9, 'e': 0.6622820409839835}",30,14,-72.52743749733442,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 1}",1
42,False,"{'a': 0.9, 'e': 0.6556592205741436}",20,14,-45.20981313748331,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
43,False,"{'a': 0.9, 'e': 0.6491026283684022}",20,0,-75.90350415723437,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
44,False,"{'a': 0.9, 'e': 0.6426116020847181}",25,11,-84.93284988554325,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
45,False,"{'a': 0.9, 'e': 0.6361854860638709}",20,1,-72.26166611587178,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 1}",1
46,False,"{'a': 0.9, 'e': 0.6298236312032323}",25,3,-35.80641240280261,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 0}",1
47,False,"{'a': 0.9, 'e': 0.6235253948912}",20,5,15.085820146604132,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.9, 'e': 0.617290140942288}",20,0,-75.91643388147494,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
49,False,"{'a': 0.9, 'e': 0.611117239532865}",30,0,-143.702560283549,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 2}",0
50,False,"{'a': 0.9, 'e': 0.6050060671375364}",20,0,-42.41560439776391,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
51,False,"{'a': 0.9, 'e': 0.598956006466161}",30,0,-93.21055124835853,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
52,False,"{'a': 0.9, 'e': 0.5929664464014994}",20,0,-80.76043166322724,"{0: 9, 1: 4, 2: 6, 3: 1, 4: 0}",0
53,False,"{'a': 0.9, 'e': 0.5870367819374844}",20,0,-38.912867923720505,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
54,False,"{'a': 0.9, 'e': 0.5811664141181095}",35,7,-96.33711213820966,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 1}",1
55,False,"{'a': 0.9, 'e': 0.5753547499769285}",25,7,21.596943631168795,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.9, 'e': 0.5696012024771592}",35,0,-54.60967531118024,"{0: 30, 1: 1, 2: 1, 3: 2, 4: 1}",0
57,False,"{'a': 0.9, 'e': 0.5639051904523875}",20,8,-33.48756669279787,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 0}",1
58,False,"{'a': 0.9, 'e': 0.5582661385478637}",20,13,11.524015321247795,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.9, 'e': 0.5526834771623851}",30,15,-34.31983155693028,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 0}",1
60,False,"{'a': 0.9, 'e': 0.5471566423907612}",20,11,-5.278783655834386,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
61,False,"{'a': 0.9, 'e': 0.5416850759668536}",20,2,-0.11007118656626957,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
62,False,"{'a': 0.9, 'e': 0.536268225207185}",20,2,-57.16250133947586,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
63,False,"{'a': 0.9, 'e': 0.5309055429551132}",20,0,-151.74104730077954,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
64,False,"{'a': 0.9, 'e': 0.525596487525562}",25,3,-118.59590517189217,"{0: 14, 1: 1, 2: 3, 3: 3, 4: 1}",1
65,False,"{'a': 0.9, 'e': 0.5203405226503064}",20,0,0.8683701428969817,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
66,False,"{'a': 0.9, 'e': 0.5151371174238033}",35,24,-6.357265980884377,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
67,False,"{'a': 0.9, 'e': 0.5099857462495653}",25,13,-79.30341793222969,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 1}",1
68,False,"{'a': 0.9, 'e': 0.5048858887870696}",20,0,-41.72860857799224,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
69,False,"{'a': 0.9, 'e': 0.4998370298991989}",20,2,-48.88133897860444,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 0}",1
70,False,"{'a': 0.9, 'e': 0.49483865960020695}",20,11,-44.9716172950924,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
71,False,"{'a': 0.9, 'e': 0.4898902730042049}",25,12,-38.09056157816814,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
72,False,"{'a': 0.9, 'e': 0.48499137027416284}",25,0,-46.06001490261709,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
73,False,"{'a': 0.9, 'e': 0.4801414565714212}",20,7,-4.812326302007731,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.9, 'e': 0.47534004200570695}",25,12,-38.053990482449045,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
75,False,"{'a': 0.9, 'e': 0.4705866415856499}",20,0,-17.179849709622115,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
76,False,"{'a': 0.9, 'e': 0.46588077516979337}",25,12,2.1991780603098148,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
77,False,"{'a': 0.9, 'e': 0.46122196741809546}",25,2,-25.038071784874965,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
78,False,"{'a': 0.9, 'e': 0.4566097477439145}",20,7,-54.71383113548463,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
79,False,"{'a': 0.9, 'e': 0.45204365026647536}",20,0,-15.762355221108834,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
80,False,"{'a': 0.9, 'e': 0.4475232137638106}",35,19,-9.914834628730576,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
81,False,"{'a': 0.9, 'e': 0.4430479816261725}",20,0,-11.470663488934076,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
82,False,"{'a': 0.9, 'e': 0.43861750180991077}",25,0,-32.85127286002291,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
83,False,"{'a': 0.9, 'e': 0.43423132679181164}",20,1,-37.559205417547986,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
84,False,"{'a': 0.9, 'e': 0.4298890135238935}",25,0,10.419017354437923,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
85,False,"{'a': 0.9, 'e': 0.4255901233886546}",30,18,3.6480608645265358,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.9, 'e': 0.421334222154768}",20,6,-5.6148270025689415,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
87,False,"{'a': 0.9, 'e': 0.41712087993322033}",25,7,-88.79126849814398,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 2}",1
88,False,"{'a': 0.9, 'e': 0.41294967113388814}",25,0,-95.32444127390193,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
89,False,"{'a': 0.9, 'e': 0.40882017442254925}",25,17,-7.001364975627259,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
90,False,"{'a': 0.9, 'e': 0.4047319726783238}",20,15,2.576558183659148,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.9, 'e': 0.40068465295154054}",25,8,24.50413820834991,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.9, 'e': 0.3966778064220251}",25,17,-9.48606423413762,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
93,False,"{'a': 0.9, 'e': 0.39271102835780486}",20,3,-29.55107117690008,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 0}",1
94,False,"{'a': 0.9, 'e': 0.3887839180742268}",20,8,8.60437076966235,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
95,False,"{'a': 0.9, 'e': 0.38489607889348454}",30,18,21.681921895478695,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.9, 'e': 0.38104711810454966}",25,5,-14.767774287649326,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
97,False,"{'a': 0.9, 'e': 0.37723664692350417}",25,0,-21.927328574864386,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
98,False,"{'a': 0.9, 'e': 0.37346428045426916}",25,0,-61.218020002584595,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
99,False,"{'a': 0.9, 'e': 0.36972963764972644}",25,0,-44.49257436563654,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
100,False,"{'a': 0.9, 'e': 0.3660323412732292}",25,7,-1.2233864616879944,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
101,False,"{'a': 0.9, 'e': 0.3623720178604969}",20,0,16.95126814473785,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
102,False,"{'a': 0.9, 'e': 0.3587482976818919}",30,14,-119.43025579527139,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 3}",1
103,False,"{'a': 0.9, 'e': 0.355160814705073}",20,14,-10.890250740786788,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
104,False,"{'a': 0.9, 'e': 0.35160920655802225}",20,0,-102.4606819668535,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
105,False,"{'a': 0.9, 'e': 0.348093114492442}",20,9,-9.575803352647476,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
106,False,"{'a': 0.9, 'e': 0.3446121833475176}",20,5,-56.55631492046196,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
107,False,"{'a': 0.9, 'e': 0.34116606151404244}",25,18,16.27296638520732,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.9, 'e': 0.337754400898902}",20,10,7.757540218833951,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.9, 'e': 0.334376856889913}",20,0,-74.48222425927725,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
110,False,"{'a': 0.9, 'e': 0.33103308832101386}",20,0,-22.143348155857538,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
111,False,"{'a': 0.9, 'e': 0.3277227574378037}",30,0,6.040277289002758,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
112,False,"{'a': 0.9, 'e': 0.3244455298634257}",20,5,-15.497157187892782,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
113,False,"{'a': 0.9, 'e': 0.3212010745647914}",20,11,-25.829236580852708,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
114,False,"{'a': 0.9, 'e': 0.3179890638191435}",30,9,9.374161867023727,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.9, 'e': 0.31480917318095203}",30,12,11.769285751109841,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
116,False,"{'a': 0.9, 'e': 0.3116610814491425}",20,5,-15.283028100607286,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
117,False,"{'a': 0.9, 'e': 0.30854447063465107}",20,0,-15.164065147277766,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
118,False,"{'a': 0.9, 'e': 0.3054590259283046}",20,7,-4.1259215500645965,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.9, 'e': 0.30240443566902153}",25,5,8.133295158704954,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
120,False,"{'a': 0.9, 'e': 0.2993803913123313}",30,15,-45.725233275084555,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
121,False,"{'a': 0.9, 'e': 0.296386587399208}",25,7,-4.112366268023486,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
122,False,"{'a': 0.9, 'e': 0.2934227215252159}",20,12,-67.39834563626937,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
123,False,"{'a': 0.9, 'e': 0.29048849430996376}",20,2,-43.464502894903646,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 0}",1
124,False,"{'a': 0.9, 'e': 0.2875836093668641}",35,0,-123.71777772066503,"{0: 29, 1: 0, 2: 2, 3: 1, 4: 3}",0
125,False,"{'a': 0.9, 'e': 0.28470777327319546}",20,12,1.7160810521858176,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.9, 'e': 0.2818606955404635}",30,13,30.012674165804462,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.9, 'e': 0.27904208858505886}",25,17,-37.16190816442428,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
128,False,"{'a': 0.9, 'e': 0.2762516676992083}",35,20,16.28098079765011,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.9, 'e': 0.2734891510222162}",35,9,-53.28908775581214,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 1}",1
130,False,"{'a': 0.9, 'e': 0.27075425951199406}",20,0,18.470043771609696,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
131,False,"{'a': 0.9, 'e': 0.2680467169168741}",20,8,12.892270375062555,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.9, 'e': 0.26536624974770534}",20,5,26.356552108666286,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.9, 'e': 0.2627125872502283}",25,8,-7.653639354851053,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
134,False,"{'a': 0.9, 'e': 0.26008546137772603}",30,20,11.175248503365978,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.9, 'e': 0.25748460676394874}",25,7,32.94566957197508,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.9, 'e': 0.2549097606963093}",20,0,-51.00421843925385,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
137,False,"{'a': 0.9, 'e': 0.2523606630893462}",30,9,-13.973560241968851,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
138,False,"{'a': 0.9, 'e': 0.2498370564584527}",25,11,9.35385381664268,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
139,False,"{'a': 0.9, 'e': 0.24733868589386818}",20,15,-13.004035493560444,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
140,False,"{'a': 0.9, 'e': 0.24486529903492948}",25,1,25.352841930116952,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.9, 'e': 0.2424166460445802}",20,0,-37.59392660084856,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
142,False,"{'a': 0.9, 'e': 0.2399924795841344}",20,0,6.6268672767795405,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
143,False,"{'a': 0.9, 'e': 0.23759255478829303}",20,2,-13.066265709931457,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
144,False,"{'a': 0.9, 'e': 0.23521662924041012}",20,16,6.741772901783723,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.9, 'e': 0.232864462948006}",25,7,15.541166797752632,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.9, 'e': 0.23053581831852593}",25,0,-47.410424211841885,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
147,False,"{'a': 0.9, 'e': 0.22823046013534068}",20,3,-1.3701603925742025,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
148,False,"{'a': 0.9, 'e': 0.22594815553398728}",20,0,17.849322130438964,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
149,False,"{'a': 0.9, 'e': 0.2236886739786474}",35,18,-0.6369060594498985,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
150,False,"{'a': 0.9, 'e': 0.22145178723886091}",25,11,10.513057941868873,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.9, 'e': 0.2192372693664723}",20,10,12.575543469801996,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.9, 'e': 0.21704489667280757}",25,5,-13.800570383548536,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
153,False,"{'a': 0.9, 'e': 0.2148744477060795}",30,2,-5.391325823615329,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 1}",1
154,False,"{'a': 0.9, 'e': 0.2127257032290187}",30,7,31.225219039228854,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.9, 'e': 0.21059844619672852}",20,4,12.694261445046246,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.9, 'e': 0.20849246173476124}",20,10,15.335655385188657,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
